organization/TMC,Dataset ID,Donor ID,Organ ID,Direct Ancestor Tissue Sample ID,Dataset Name (optional),Organ/Tissue,Assay,Data Modality,Pipeline processed? (Blood / Ruffalo),TMC/RTI/TTD vs. HIVE processed?  (Blood / Ruffalo),Human Curated? (Briggs),TMC signed off on dataset,Donor metadata received,Donor metadata ingested? (Silverstein),Contains ID-able seq data (Brusko),Reference IRB,IRB data classification,File types included,"Size of data set (i.e. cells, or other relevant proxy)",Instrument name,Instrument model,Application software name,Application software version,globusUrl,localPath,createdBy,creationDate,Flow cell,Sequencing Library pool concentration,PhiX%,Sequencing read format,Paired/Single End,Sequencing Chemistry,reference genome,Preprocessing pipeline,# Cells returned post sequencing,% reads in cells,mean reads/cell,median genes/cell,Sample Index well ID,
Stanford,HBM366.JGNG.576,STAN0003,STAN0003-SI,STAN0003-SI,B001-A-SmallIntestine-bulkATAC,Small intestine,ATACseq (Bulk),Epigenomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,34Gb,Illumina,"MiSeq, HiSeq",,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/bulk-hiseq/02c842d80f3f513c0dec59a3d56f80a7,/hive/hubmap/lz//Stanford TMC/atacseq/bulk-hiseq/02c842d80f3f513c0dec59a3d56f80a7,Daniel.cotter@stanford.edu,2020-01-28 23:40:17,,,,,,,,,,,,,,
Stanford,HBM875.LBGV.674,STAN0003,STAN0003-SI,STAN0003-SI-8,B001-A-SmallIntestine-Duodenum-bulkATAC,Small intestine,ATACseq (Bulk),Epigenomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,"MiSeq, HiSeq",,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/bulk-hiseq/2b953ab8e97583a74944238af28b55cc,/hive/hubmap/lz//Stanford TMC/atacseq/bulk-hiseq/2b953ab8e97583a74944238af28b55cc,Daniel.cotter@stanford.edu,2020-01-28 23:40:17,,,,,,,,,,,,,,
Stanford,HBM666.QBKB.629,STAN0003,STAN0003-SI,STAN0003-SI-7,B001-A-SmallIntestine-Jejunum-bulkATAC,Small intestine,ATACseq (Bulk),Epigenomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,"MiSeq, HiSeq",,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/bulk-hiseq/ac1a2b21f3b25950bf340280a59b6ad4,/hive/hubmap/lz//Stanford TMC/atacseq/bulk-hiseq/ac1a2b21f3b25950bf340280a59b6ad4,Daniel.cotter@stanford.edu,2020-01-28 23:40:17,,,,,,,,,,,,,,
Stanford,HBM723.SFNS.898,STAN0003,STAN0003-SI,STAN0003-SI-6,B001-A-SmallIntestine-Ileum-bulkATAC,Small intestine,ATACseq (Bulk),Epigenomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,"MiSeq, HiSeq",,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/bulk-hiseq/56cd9eb9f27564c34bfe4eb843d9b969,/hive/hubmap/lz//Stanford TMC/atacseq/bulk-hiseq/56cd9eb9f27564c34bfe4eb843d9b969,Daniel.cotter@stanford.edu,2020-01-28 23:40:17,,,,,,,,,,,,,,
Stanford,HBM975.DJNJ.667,STAN0003,STAN0003-SI,STAN0003-SI-5,B001-A-SmallIntestine-MidJejunum-bulkATAC,Small intestine,ATACseq (Bulk),Epigenomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,"MiSeq, HiSeq",,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/bulk-hiseq/620e742ae8401461013804e8abf1a56a,/hive/hubmap/lz//Stanford TMC/atacseq/bulk-hiseq/620e742ae8401461013804e8abf1a56a,Daniel.cotter@stanford.edu,2020-01-28 23:40:17,,,,,,,,,,,,,,
Stanford,HBM727.LQWZ.292,STAN0003,STAN0003-LI,STAN0003-LI,B001-A-LargeIntestine-bulkATAC,Large intestine,ATACseq (Bulk),Epigenomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,31Gb,Illumina,"MiSeq, HiSeq",,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/bulk-hiseq/021f683792dd863308ab65ae0ed25f3e,/hive/hubmap/lz//Stanford TMC/atacseq/bulk-hiseq/021f683792dd863308ab65ae0ed25f3e,Daniel.cotter@stanford.edu,2020-01-28 23:40:17,,,,,,,,,,,,,,
Stanford,HBM366.TWHT.638,STAN0003,STAN0003-LI,STAN0003-LI-9,B001-A-LargeIntestine-Ascending-bulkATAC,Large intestine,ATACseq (Bulk),Epigenomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,"MiSeq, HiSeq",,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/bulk-hiseq/3ce5e603c9f6187b2c8f16340924355d,/hive/hubmap/lz//Stanford TMC/atacseq/bulk-hiseq/3ce5e603c9f6187b2c8f16340924355d,Daniel.cotter@stanford.edu,2020-01-28 23:40:17,,,,,,,,,,,,,,
Stanford,HBM283.XXQN.824,STAN0003,STAN0003-LI,STAN0003-LI-8,B001-A-LargeIntestine-Descending-bulkATAC,Large intestine,ATACseq (Bulk),Epigenomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,"MiSeq, HiSeq",,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/bulk-hiseq/2cab54a6f67dcab243e86053f83b3690,/hive/hubmap/lz//Stanford TMC/atacseq/bulk-hiseq/2cab54a6f67dcab243e86053f83b3690,Daniel.cotter@stanford.edu,2020-01-28 23:40:17,,,,,,,,,,,,,,
Stanford,HBM688.DRXP.369,STAN0003,STAN0003-LI,STAN0003-LI-7,B001-A-LargeIntestine-Transverse-bulkATAC,Large intestine,ATACseq (Bulk),Epigenomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,"MiSeq, HiSeq",,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/bulk-hiseq/bca3d31804ecc8be096d0b7691419335,/hive/hubmap/lz//Stanford TMC/atacseq/bulk-hiseq/bca3d31804ecc8be096d0b7691419335,Daniel.cotter@stanford.edu,2020-01-28 23:40:17,,,,,,,,,,,,,,
Stanford,HBM563.PTWZ.467,STAN0003,STAN0003-LI,STAN0003-LI-10,B001-A-LargeIntestine-Sigmoid-bulkATAC,Large intestine,ATACseq (Bulk),Epigenomics,Y,HIVE,N,,Y,,Y,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],FASTQ,,Illumina,"MiSeq, HiSeq",,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/atacseq/bulk-hiseq/4e1da648c2a1451edba33d991dc163ab,/hive/hubmap/lz//Stanford TMC/atacseq/bulk-hiseq/4e1da648c2a1451edba33d991dc163ab,Daniel.cotter@stanford.edu,2020-01-28 23:40:17,,,,,,,,,,,,,,
Stanford,HBM277.WQXZ.332,STAN0003,STAN0003-LI,STAN0003-LI,B001-A-LargeIntestine-Proteomics,Large intestine,TMT LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"tab-separated txt, raw",172Gb,Fusion Lumos,,proteome discoverer,2.1,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/proteomics/d83c1b1f194bfd33a8f0110e1b9e8ab9,/hive/hubmap/lz//Stanford TMC/proteomics/d83c1b1f194bfd33a8f0110e1b9e8ab9,Daniel.cotter@stanford.edu,2020-01-28 20:08:19,,,,,,,,,,,,,,
Stanford,HBM477.MNQW.845,STAN0003,STAN0003-SI,STAN0003-SI,B001-A-SmallIntestine-Proteomics,Small intestine,TMT LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"tab-separated txt, raw",172Gb,Fusion Lumos,,proteome discoverer,2.1,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/proteomics/d7fa7f03af4d8ee669d57c57209393bb,/hive/hubmap/lz//Stanford TMC/proteomics/d7fa7f03af4d8ee669d57c57209393bb,Daniel.cotter@stanford.edu,2020-01-28 20:00:53,,,,,,,,,,,,,,
Stanford,HBM455.JBKX.556,STAN0003,STAN0003-LI,STAN0003-LI,B001-A-LargeIntestine-Metabolomics,Large intestine,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, raw",6467 putative metabolites,Thermo Q Exactive,Q Exactive HF (HILIC) and Q Exactive (RPLC),Thermo Xcalibur (v4.0.27.19),,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/metabolomics/21713001c896475d10b6b1c9286f441c,/hive/hubmap/lz//Stanford TMC/metabolomics/21713001c896475d10b6b1c9286f441c,Daniel.cotter@stanford.edu,2020-01-28 23:49:05,,,,,,,,,,,,,,
Stanford,HBM693.GQNV.772,STAN0003,STAN0003-LI,STAN0003-LI-9,B001-A-LargeIntestine-Ascending-Metabolomics,Large intestine,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, raw",,Thermo Q Exactive,Q Exactive HF (HILIC) and Q Exactive (RPLC),Thermo Xcalibur (v4.0.27.19),,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/metabolomics/5192f045867ce517d4c2d98b4d6288ee,/hive/hubmap/lz//Stanford TMC/metabolomics/5192f045867ce517d4c2d98b4d6288ee,Daniel.cotter@stanford.edu,2020-01-28 23:49:05,,,,,,,,,,,,,,
Stanford,HBM875.HTJL.927,STAN0003,STAN0003-LI,STAN0003-LI-8,B001-A-LargeIntestine-Descending-Metabolomics,Large intestine,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, raw",,Thermo Q Exactive,Q Exactive HF (HILIC) and Q Exactive (RPLC),Thermo Xcalibur (v4.0.27.19),,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/metabolomics/688efaab879cf2a0566d1d1fe2ca663a,/hive/hubmap/lz//Stanford TMC/metabolomics/688efaab879cf2a0566d1d1fe2ca663a,Daniel.cotter@stanford.edu,2020-01-28 23:49:05,,,,,,,,,,,,,,
Stanford,HBM662.GPFP.539,STAN0003,STAN0003-LI,STAN0003-LI-7,B001-A-LargeIntestine-Transverse-Metabolomics,Large intestine,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, raw",,Thermo Q Exactive,Q Exactive HF (HILIC) and Q Exactive (RPLC),Thermo Xcalibur (v4.0.27.19),,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/metabolomics/523965a112c67320c13745524daf49bf,/hive/hubmap/lz//Stanford TMC/metabolomics/523965a112c67320c13745524daf49bf,Daniel.cotter@stanford.edu,2020-01-28 23:49:05,,,,,,,,,,,,,,
Stanford,HBM322.RKXM.874,STAN0003,STAN0003-LI,STAN0003-LI-6,B001-A-LargeIntestine-Sigmoid-Metabolomics,Large intestine,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, raw",,Thermo Q Exactive,Q Exactive HF (HILIC) and Q Exactive (RPLC),Thermo Xcalibur (v4.0.27.19),,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/metabolomics/b6ca91549e0e78caeb56201a88469efb,/hive/hubmap/lz//Stanford TMC/metabolomics/b6ca91549e0e78caeb56201a88469efb,Daniel.cotter@stanford.edu,2020-01-28 23:49:05,,,,,,,,,,,,,,
Stanford,HBM684.RHVX.632,STAN0003,STAN0003-SI,STAN0003-SI,B001-A-SmallIntestine-Metabolomics,Small intestine,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, raw",6467 putative metabolites,Thermo Q Exactive,Q Exactive HF (HILIC) and Q Exactive (RPLC),Thermo Xcalibur (v4.0.27.19),,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/metabolomics/065de1fc1c47afb83f09e0131389b020,/hive/hubmap/lz//Stanford TMC/metabolomics/065de1fc1c47afb83f09e0131389b020,Daniel.cotter@stanford.edu,2020-01-29 0:11:32,,,,,,,,,,,,,,
Stanford,HBM793.VCPJ.246,STAN0003,STAN0003-SI,STAN0003-SI-8,B001-A-SmallIntestine-Duodenum-Metabolomics,Small intestine,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, raw",,Thermo Q Exactive,Q Exactive HF (HILIC) and Q Exactive (RPLC),Thermo Xcalibur (v4.0.27.19),,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/metabolomics/6b0c3cc833e16488c5fe51ec2adbef17,/hive/hubmap/lz//Stanford TMC/metabolomics/6b0c3cc833e16488c5fe51ec2adbef17,Daniel.cotter@stanford.edu,2020-01-29 0:11:32,,,,,,,,,,,,,,
Stanford,HBM786.DFVF.754,STAN0003,STAN0003-SI,STAN0003-SI-7,B001-A-SmallIntestine-Jejunum-Metabolomics,Small intestine,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, raw",,Thermo Q Exactive,Q Exactive HF (HILIC) and Q Exactive (RPLC),Thermo Xcalibur (v4.0.27.19),,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/metabolomics/b449bd94ba1498ba8501d419eb985f51,/hive/hubmap/lz//Stanford TMC/metabolomics/b449bd94ba1498ba8501d419eb985f51,Daniel.cotter@stanford.edu,2020-01-29 0:11:32,,,,,,,,,,,,,,
Stanford,HBM522.KSXQ.785,STAN0003,STAN0003-SI,STAN0003-SI-6,B001-A-SmallIntestine-Ileum-Metabolomics,Small intestine,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, raw",,Thermo Q Exactive,Q Exactive HF (HILIC) and Q Exactive (RPLC),Thermo Xcalibur (v4.0.27.19),,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/metabolomics/dba94653e55bd0bee91458f5069e5854,/hive/hubmap/lz//Stanford TMC/metabolomics/dba94653e55bd0bee91458f5069e5854,Daniel.cotter@stanford.edu,2020-01-29 0:11:32,,,,,,,,,,,,,,
Stanford,HBM833.MJCB.275,STAN0003,STAN0003-SI,STAN0003-SI-5,B001-A-SmallIntestine-MidJejunum-Metabolomics,Small intestine,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, raw",,Thermo Q Exactive,Q Exactive HF (HILIC) and Q Exactive (RPLC),Thermo Xcalibur (v4.0.27.19),,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/metabolomics/78c3b443b34f58b6814d7e42cf79ffb0,/hive/hubmap/lz//Stanford TMC/metabolomics/78c3b443b34f58b6814d7e42cf79ffb0,Daniel.cotter@stanford.edu,2020-01-29 0:11:32,,,,,,,,,,,,,,
Stanford,HBM294.HQCG.295,STAN0003,STAN0003-SI,STAN0003-SI,B001-A-SmallIntestine-Lipidomics,Small intestine,Targeted Shotgun / Flow-injection LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, mzML (raw)",745 lipids,Sciex QTRAP 5500,QTRAP 5500, Lipidomics Workflow Manager,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/lipidomics/d182b5509c642ac1a8153a823803e0c9,/hive/hubmap/lz///Stanford TMC/lipidomics/d182b5509c642ac1a8153a823803e0c9,Daniel.cotter@stanford.edu,2020-01-29 0:58:08,,,,,,,,,,,,,,
Stanford,HBM224.DLMP.923,STAN0003,STAN0003-SI,STAN0003-SI-8,B001-A-SmallIntestine-Duodenum-Lipidomics,Small intestine,Targeted Shotgun / Flow-injection LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, mzML (raw)",,Sciex QTRAP 5500,QTRAP 5500, Lipidomics Workflow Manager,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/lipidomics/e957018ade5a1586060ee5bc3defa1b9,/hive/hubmap/lz//Stanford TMC/lipidomics/e957018ade5a1586060ee5bc3defa1b9,Daniel.cotter@stanford.edu,2020-01-29 0:58:08,,,,,,,,,,,,,,
Stanford,HBM233.DDWS.858,STAN0003,STAN0003-SI,STAN0003-SI-7,B001-A-SmallIntestine-Jejunum-Lipidomics,Small intestine,Targeted Shotgun / Flow-injection LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, mzML (raw)",,Sciex QTRAP 5500,QTRAP 5500, Lipidomics Workflow Manager,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/lipidomics/74a2deca3ac29b45392d7e2e39c2024e,/hive/hubmap/lz//Stanford TMC/lipidomics/74a2deca3ac29b45392d7e2e39c2024e,Daniel.cotter@stanford.edu,2020-01-29 0:58:08,,,,,,,,,,,,,,
Stanford,HBM953.VVQN.686,STAN0003,STAN0003-SI,STAN0003-SI-6,B001-A-SmallIntestine-Ileum-Lipidomics,Small intestine,Targeted Shotgun / Flow-injection LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, mzML (raw)",,Sciex QTRAP 5500,QTRAP 5500, Lipidomics Workflow Manager,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/lipidomics/802dd34d3d3a8437479668f0a1fd4477,/hive/hubmap/lz//Stanford TMC/lipidomics/802dd34d3d3a8437479668f0a1fd4477,Daniel.cotter@stanford.edu,2020-01-29 0:58:08,,,,,,,,,,,,,,
Stanford,HBM873.RGWW.444,STAN0003,STAN0003-SI,STAN0003-SI-5,B001-A-SmallIntestine-MidJejunum-Lipidomics,Small intestine,Targeted Shotgun / Flow-injection LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, mzML (raw)",,Sciex QTRAP 5500,QTRAP 5500, Lipidomics Workflow Manager,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/lipidomics/f92a933da30d4bb3a4f8d031f2bc5d3d,/hive/hubmap/lz//Stanford TMC/lipidomics/f92a933da30d4bb3a4f8d031f2bc5d3d,Daniel.cotter@stanford.edu,2020-01-29 0:58:08,,,,,,,,,,,,,,
Stanford,HBM476.CGLK.828,STAN0003,STAN0003-LI,STAN0003-LI,B001-A-LargeIntestine-Lipidomics,Large intestine,Targeted Shotgun / Flow-injection LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, mzML (raw)",745 lipids,Sciex QTRAP 5500,QTRAP 5500, Lipidomics Workflow Manager,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/lipidomics/0226e8b11aa4a5628adf5030f45e7891,/hive/hubmap/lz//Stanford TMC/lipidomics/0226e8b11aa4a5628adf5030f45e7891,Daniel.cotter@stanford.edu,2020-01-29 1:07:51,,,,,,,,,,,,,,
Stanford,HBM864.HFST.567,STAN0003,STAN0003-LI,STAN0003-LI-9,B001-A-LargeIntestine-Ascending-Lipidomics,Large intestine,Targeted Shotgun / Flow-injection LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, mzML (raw)",,Sciex QTRAP 5500,QTRAP 5500, Lipidomics Workflow Manager,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/lipidomics/02bd0196bab8c3978693d63539269700,/hive/hubmap/lz//Stanford TMC/lipidomics/02bd0196bab8c3978693d63539269700,Daniel.cotter@stanford.edu,2020-01-29 1:07:51,,,,,,,,,,,,,,
Stanford,HBM498.BDMM.362,STAN0003,STAN0003-LI,STAN0003-LI-8,B001-A-LargeIntestine-Descending-Lipidomics,Large intestine,Targeted Shotgun / Flow-injection LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, mzML (raw)",,Sciex QTRAP 5500,QTRAP 5500, Lipidomics Workflow Manager,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/lipidomics/0d15ee98a8fd0aacac6f43197ca1fb15,/hive/hubmap/lz//Stanford TMC/lipidomics/0d15ee98a8fd0aacac6f43197ca1fb15,Daniel.cotter@stanford.edu,2020-01-29 1:07:51,,,,,,,,,,,,,,
Stanford,HBM462.KVWC.334,STAN0003,STAN0003-LI,STAN0003-LI-7,B001-A-LargeIntestine-Transverse-Lipidomics,Large intestine,Targeted Shotgun / Flow-injection LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, mzML (raw)",,Sciex QTRAP 5500,QTRAP 5500, Lipidomics Workflow Manager,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/lipidomics/02a48d4d05c08260d905fef8139746d4,/hive/hubmap/lz//Stanford TMC/lipidomics/02a48d4d05c08260d905fef8139746d4,Daniel.cotter@stanford.edu,2020-01-29 1:07:51,,,,,,,,,,,,,,
Stanford,HBM498.KXMR.565,STAN0003,STAN0003-LI,STAN0003-LI-6,B001-A-LargeIntestine-Sigmoid-Lipidomics,Large intestine,Targeted Shotgun / Flow-injection LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"csv, mzML (raw)",,Sciex QTRAP 5500,QTRAP 5500, Lipidomics Workflow Manager,,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/lipidomics/ea48629bd9ddbf461f2e746c6a0b9ce3,/hive/hubmap/lz//Stanford TMC/lipidomics/ea48629bd9ddbf461f2e746c6a0b9ce3,Daniel.cotter@stanford.edu,2020-01-29 1:07:51,,,,,,,,,,,,,,
Stanford,HBM988.SNDW.698,STAN0003,STAN0003-SI,STAN0003-SI,B001-A-SmallIntestine-CODEX,Small intestine,CODEX,MxIF,Y,HIVE,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"json, tiff, txt, csv, fcs",2.3Tb,"Akoya Box, Keyence",CODEX v.1,Codex toolkit - uploader stanford,1.4.5 - Nolanlab uploader,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/CODEX/26191c2719339be0c3fa6dc8a7ba3550,/hive/hubmap/lz//Stanford TMC/CODEX/26191c2719339be0c3fa6dc8a7ba3550,Daniel.cotter@stanford.edu,2020-01-29 0:48:48,,,,,,,,,,,,,,
Stanford,HBM433.MQRQ.278,STAN0003,STAN0003-LI,STAN0003-LI,B001-A-LargeIntestine-CODEX,Large intestine,CODEX,MxIF,Y,HIVE,N,,Y,,N,https://drive.google.com/drive/folders/1hLaArptbdDxEMnauzYuvrcxTwuCaetX_,[pending classification],"json, tiff, txt, csv, fcs",1.4Tb,"Akoya Box, Keyence",CODEX v.1,Codex toolkit - uploader stanford,1.4.5 - Nolanlab uploader,https://app.globus.org/file-manager?origin_id=28bbb03c-a87d-4dd7-a661-7ea2fb6ea631&origin_path=/Stanford%20TMC/CODEX/f1da42ceecf7aee4022a656c45566c18,/hive/hubmap/lz//Stanford TMC/CODEX/f1da42ceecf7aee4022a656c45566c18,Daniel.cotter@stanford.edu,2020-01-30 15:53:00,,,,,,,,,,,,,,
